result,correction
-1,"วัด,ฝาก,น้อง,บวช,ไปหา,พ่อ"
1,"ติด,น้อง,ผม,ยุ,เช่าบ้าน,ทำงาน,แม่,ปล่อย,เค้า,ใช้ชีวิต,คน,เค้า,รัก,ในความเป็นจริง,จขกท,ภาระ,ดูแล,น้อง,ก้อ,คนดี,คน,นึง,ความรับผิดชอบ,แม่คุณ,ลอง,ยื่น,หลักฐาน,อยุ่,กู้,สถาบันการเงิน,ดู,ย้ำ,สถาน,บัน,การเงิน,อย่า,กู้,ดอก,ลอย,กู้,ใบปลิว,เด็ดขาด,กำลังใจ"
1,"หา,ห้องเช่า,คหบนๆ,ห้อง,ราคา,1,แก้ปัญหา,เรื่อง,นี้,เรียบร้อย,ห้องเช่า,รายวัน,บาท,กี่,จขกท,ลอง,เดิน,หา,ห้องเช่า,ดีกว่า,พึ่งพา,สามี,แม่,ห้องเช่า,แม่,คบ,ผู้ชาย,คน,นี้,แก้ปัญหา,นี้,เรียบร้อย,แยก,ออกมา,คน,พี่น้อง,หา,ห้องเช่า,โรงเรียน,น้อง,สะดวก,น้อง,ขวบ,ขวบ,ดูแลตัวเอง,เพ,ระ,ดู,วุฒิภาวะ,แม่,จขกท,ดูแล,เด็ก,ขวบ,ไม่ดี,ปล่อย,แม่,สามี,คน,มีปัญหา,ไม่ต้อง,ยุ่ง,ตอนนี้,มัด,คน,ยุ่ง,ลำบาก,จขกท,รีบ,หา,งาน,หา,ห้องเช่า,คน,พี่น้อง,เด็ก,โรงเรียน,เสียที,ค่า,เทอม,ปรกติ,โรงเรียน,ผ่อนผัน,ให้ได้,คุย,โรงเรียน,มีปัญหา,จ่าย,ทะยอย,จ่าย,ข้อความ,กรกฎาคม,เวลา,15"
1,"แนะนำ,กู้,มีเงิน,แก้,ต้นเหตุ,ปัญหา,วิธี,ลอง,ปรึกษา,พ่อ,พ่อ,ตา,ไหม,ท่าน,แม่,น้อง,ท่าน,หา,งาน,ทำ,ค่าใช้จ่าย,ดีกว่า,ระวัง,อย่า,เงิน,ดู,แม่,น้อง,ไม่ได้,ไม่มีใคร,ลอง,ติดต่อ,หน่วยงานรัฐ,หาทาง,เรื่อง,น้อง,ดูก่อน,ไหม,เจ้าของ,กะ,ทู้,หา,งาน,หาเงิน,มั่นคง,นี้,ขยับขยาย,แบก,ไม่รอด"
1,"ไม่เชื่อ,เรื่อง,ชวน,ดราม่า,สงสาร,ขอให้,ตรวจ,ละเอียด,อย่า,โอน,เงิน,เรื่องจริง,ขอให้,ฝ่าฟัน,รอด"
-1,"เนียน,เนียน"
-1,"อ่าน,แปลก,แต่ต้นจนจบ,เช่า,ห้อง,โรงแรม,8,บาท,ออกจากงาน,หนังสือรับรอง,เงินเดือน,ไม่รู้,ต้องการ,เงิน,ยืม,เงิน"
-1,"ซึม,ดูท่าทาง,บ่าย,ไม่รอด,ปล,ผม,ดู,BBL,KBank,SCB"
1,"ผลประกอบการ,ประกาศ,ข่าว,เล่น"
1,"ฝรั่ง,เข้ากลุ่ม,นี้"
1,"ท้อง,ไหม"
1,"ขาย,หมู,อิอิ"
1,"อืด,บ่อ"
-1,"เช้า,ปล่อย,bbl,ดู,อืด,ชอบกล,เหมือน,ขึ้นไป,เดิม"
1,"BBL,onth,onth,SCB,onth"
1,"สอบถาม,ผู้รู้,เรื่อง,ทอง,ทอง,จ่าย,ดอก,ทอง,วันที่,2,ถึงกำหนด,วันที่,พฤษภาคม,2,หมายเหตุ,ไม่ได้,จ่าย,ดอก,วันที่,กรกฎาคม,2,ถาม,ปรากฎ,ทอง,ดอก,จ่าย,บาท,ดือ,ทราบ,ทอง,ร้อยละ,งวด,หน้า,จ่าย,วิธี,อย่างไรบ้าง,จ่าย,เดือน,กันยายน,ข้อความ,กรกฎาคม,เวลา"
1,"คิดดอกเบี้ย,ไม่เข้าใจ,วิธี,ขาย,ทอง,ได้เงิน,ยืดเยื้อ"
1,"ต้น,ดอกเบี้ย,เดือน,เดือน,3"
1,"สมหวัง,อะ,ขาใหญ่,ลาก"
1,"นี้,break,stop,loss,ทำงาน,อยู่ดีๆ,เด้ง,ดึ๋ง,แห,ล่ะ"
1,เป็นไปได้
1,"chuo,สิ้นสุด,2,ผู้ถือหุ้น,ติดลบ,ล้าน,บาท,จอง,ซื้อ,หุ้น,ราคา,หุ้น,บาท,ความอยู่รอด,ช่วยกัน,ซื้อ,หุ้น,ทุน,ผู้ถือหุ้น,เป้,นบ,วก,กลับมา,ซื้อขาย,tsf,ผู้ถือหุ้น,ติดลบ,ล้าน,บาท,ที่จะ,ขาย,หุ้น,บาท,ถอดใจ,ไม่เอา,ช่วยกัน,ผู้ถือหุ้น,ช่วยกัน,ซื้อ,หุ้น,หุ้น,บาท,จอง,ซื้อ,หุ้น,2,วัดดวง,ราคา,กระดาน,บาท,ตลาด,ซื้อ,หุ้น,แพง,ไม่รู้,ลูกผีลูกคน,อยู่รอด,ปลอดภัย,ความอยู่รอด,ปลอดภัย,นี้,รัก,เล่น,ความเสี่ยง,chuo,tsf,เล่น,อย่างระมัดระวัง,เล่น,ทำกำไร,จ้าว,ที่จะ,ทิ้ง,จ้าว,รัก,หวง,หุ้น,แล้,วจะ,ปลอดภัย,ความปรารถนาดี,ข้อความ,สิงหาคม,เวลา"
1,"ธนชาติ,ทหาร,ไทย,เงินฝาก,ultra,saving,ชนชาติ,ทำ,ดี"
1,"หาย,หรอก,ไม่ต้อง,ทำ,รอ,ดู,รู,ปการ"
1,"สุดยอด,เหมือน,ค่าย,เบอร์,เดิม"
1,ขอบคุณ
1,"ผม,บัญชี,ศรี,นคร,ออมทรัพย์,ฝากประจำ,ต้มยำกุ้ง,ศรี,นคร,ถู,กลด,หุ้น,สตางค์,กะ,ธน,คร,หลวง,ไทย,บัญชี,ผม,ใช้ได้,เหมือนเดิม,เลข,บัญชี,เดิม,ชื่อ,ธนาคาร,บุ๊ค,ธน,คร,หลวง,ไทย,ต่อมา,ธธน,ชาต,ซื้อ,บัญชี,ผม,ใช้ได้,เหมือนเดิม,เลข,บัญชี,เดิม,ชื่อ,ธนาคาร,บุ๊ค,ธธน,ชาต,ตอนนี้,ข่าว,เค้า,บอ,ชื่อ,ทหาร,ไทย,TMB,เหมือน,กะ,ที่ผ่านมา,บัญชี,ใช้ได้,เหมือนเดิม,เลข,บัญชี,เดิม,ชื่อ,ธนาคาร,บุ๊ค,ทหาร,ไทย,Spoil,คลิก,ดู,ข้อความ,ที่ซ่อน"
1,"ไม่มี,กังวล,TMB,ดอกเบี้ย,เงินฝาก,ดีกว่า,ธน,ชาต,ด้วยซ้ำ"
1,"รัฐบาล,ส่งเสริม,การเรียน,อาชีวะ,เป็นอย่างมาก,การพัฒนา,เรื่อง,เทคโนโลยี,แรง,งานหลัก,ภาคอุตสาหกรรม,ผม,ต่างว่า,ส่งเสริม,ลูกจ้าง,นายจ้าง,เรื่อง,สร้าง,เอกลักษณ์,ผู้ประกอบการ,เป็นหลัก,เรื่อง,แรงงาน,ผม,ปัญหา,จ้างแรงงาน,ประเทศ,เพื่อนบ้าน,ผม,ว่าที่,สร้าง,แบรนด์,ยิ่งกว่านั้น,หา,ตลาด,ตลาด,ในประเทศ,ตลาด,ต่างประเทศ,SME,ไทย,ส่งเสริม,ผลักดัน,ส่งออก,ต่างประเทศ,มากขึ้น,เติบโต,GDP,แน่นอน,ประ,โย,ช์,ตามมา,รัฐบาล,แรงงาน,อาชีวะ,ฝั่ง,ฝัน,เศรษฐกิจ,เติบโต,เรียน,อาชีวะ,หวัง,งาน,ทำ,เรียนจบ,เรียนจบ,ไม่มี,งาน,ทำ,เศรษฐกิจ,แบบนี้,ทำ,ดี,ปริญญาตรี,เด่น,เรื่อง,คิดค้น,นวัตกรรม,การตลาด,ปวส,เด่น,เรื่อง,การทำงาน,มืออาชีพ,ไหนจะ,ตอบ,โจทย์,ในอนาคต,ชีวิต,ประเทศชาติ,คหสต"
-1,"ปัญหา,ตอน,สมัครงาน,ปริญญาตรี,ขึ้นไป,วุฒิ,ปวส,ผม,ทำงาน,แบ,บมิ,อาชีพ,ไหม"
1,"จบ,สาย,ช่าง,เรื่อง,รับงาน,ลูกมือ,ช่าง,หา,ประสบการณ์,สัง,เกตุ,ดี,ช่าง,เดี๋ยวนี้,หา,ช่างไฟ,ช่าง,หลังคา,ฝ่า,ช่าง,ปะ,ปา,ช่างปูน,อนาคต,งาน,ช่าง,ผม,ขอให้,ทำงาน,คุณธรรม,มีฝีมือ,ไม่ได้,เรียน,สาย,ช่าง,เรียน,สาย,พาณิชย์,อันนี้,ลำบาก,ผม,เรียน,ปริ,ญา,ตรี,ดีกว่า"
-1,"ตอน,ทำงาน"
-1,"งาน,มาตรฐาน,ทั่วไป,ตรี,จบ,ปวส,สมัครงาน,เงินเดือน,วุฒิ,ตรี"
1,"วิชาชีพ,ความชำนาญ,วิชาการ,ศึกษา,คน,รู้,ผม,แนะนำ,เรียน,ตรี,วิศวะ,วิชาการ,อยากได้,ทักษะ,ฝึก,ชำนาญ,เปิดโอกาส,เรียน,วิชาชีพ,ประเทศไทย"
1,"เรียน,สามัญ,อาชีวะ,จุดสูงสุด,เชิง,วิชาการ,เอก,ทั้งสอง,สาย,ผม,แปลกใจ,สาขา,การตลาด,สาขา,นี้,อาชีวะ,คอมพิวเตอร์,ธุรกิจ,นี้,ผม,หมายถึง,เริ่มต้น,อาชีวะ,เรียน,รวดเดียว,สาย,สามัญ,จบ,ตรี,อาชีวะ,สอน,เนื้อหา,เป้าหมาย,วิชา,สายงาน,วิชา,ไม่ได้,เกี่ยว,ไม่ได้,บรรจุ,ชีววิทยา,อาชีวะ,ไม่ได้,เรียน,ทีนี้,เป้าหมาย,ลอง,คิดดู,เป้าหมาย,ชัดเจน,ที่จะ,เรียน,การตลาด,จำเป็นต้อง,เรียน,คนอื่นๆ,การเรียน,แพทย์,เรียน,พยาบาล,เรียน,เภสัช,ล่ะ,อันนี้,กรณี,รู้ตัว,ชอบ,กรณี,ปวส,ปี,ออกมา,ทำงาน,ทักษะ,วิชาชีพ,ที่จะ,ลุย,โลก,ทำงาน,ตัวเอง,เรียนต่อ,จบ,ตรี,เอก,เรียน,แน่นอน,ค่าจ้าง,ปวส,ตรี,ต่างกัน,ระดับ,ปวส,โอกาส,งาน,นายจ้าง,ชอบ,ค่าแรง,เรื่อง,นายจ้าง,ตัวเอง,ผม,ความรู้,ความอยาก,สอง,ไม่พอ,หรอก,ได้เปรียบ,คนอื่น,ประสบการณ์,สาขา,บารมี,ผม,ผู้รับเหมา,ผม,จบ,ปวช,ปวส,ความน่าเชื่อถือ,ตรี,โท,สาย,วิศวกรรม,อยู่แล้ว,ถาม,ดู,สร้างบ้าน,สัก,เลือก,รา,คาที่,สร้าง,นายช่าง,ปวส,วิศวกร,โท,ผม,สาย,สามัญ,เรียน,สอบ,ทำ,กิจการ,ตัวเอง"
